comune_denominazione,comune_codice_istat,latitudine,longitudine
Casalmaggiore,019021,44.986386,10.41535
Casalmorano,019022,45.286373,9.899666
Casteldidone,019023,45.069472,10.406281
Castel Gabbiano,019024,45.468276,9.716459
Castelleone,019025,45.293813,9.764302
Castelverde,019026,45.188771,9.99557
Castelvisconti,019027,45.305374,9.941067
Cella Dati,019028,45.095271,10.221477
Chieve,019029,45.340472,9.616459
Cicognolo,019030,45.164573,10.194575
Cingia de' Botti,019031,45.085071,10.275478
Corte de' Cortesi con Cignone,019032,45.267444,10.003095
Corte de' Frati,019033,45.220029,10.096684
Credera Rubbiano,019034,45.296063,9.650529
Crema,019035,45.362828,9.687457
Cremona,019036,45.220864,10.037038
Cremosano,019037,45.394917,9.639553
Crotta d'Adda,019038,45.158491,9.854158
Cumignano sul Naviglio,019039,45.355503,9.835562
Derovere,019040,45.109972,10.247977
Dovera,019041,45.365153,9.541688
Fiesco,019043,45.336361,9.77761
Formigara,019044,45.223221,9.771767
Gabbioneta-Binanuova,019045,45.218437,10.207747
Gadesco-Pieve Delmona,019046,45.167703,10.114948
Genivolta,019047,45.332574,9.877265
Gerre de' Caprioli,019048,45.090209,10.051407
Gombito,019049,45.261556,9.728
Grontardo,019050,45.201873,10.150773
Grumello Cremonese ed Uniti,019051,45.20073,9.866095
Gussola,019052,45.011263,10.350137
Isola Dovarese,019053,45.176269,10.312957
Izano,019054,45.355385,9.750043
Madignano,019055,45.3443,9.726703
Malagnino,019056,45.134771,10.114774
Martignana di Po,019057,45.011112,10.379751
Monte Cremasco,019058,45.373482,9.572766
Montodine,019059,45.285171,9.707262
Moscazzano,019060,45.292271,9.683461
Motta Baluffi,019061,45.055097,10.259247
Offanengo,019062,45.378874,9.742361
Olmeneta,019063,45.235873,10.02227
Ostiano,019064,45.220775,10.252075
Paderno Ponchielli,019065,45.238872,9.930268
Palazzo Pignano,019066,45.390073,9.569557
Pandino,019067,45.407073,9.553456
Persico Dosimo,019068,45.181365,10.076639
Pescarolo ed Uniti,019069,45.195148,10.187717
Pessina Cremonese,019070,45.185474,10.248676
Pianengo,019072,45.402174,9.694759
Pieranica,019073,45.425794,9.610376
Pieve d'Olmi,019074,45.08957,10.123675
Pieve San Giacomo,019075,45.130272,10.186275
Pizzighettone,019076,45.18907,9.789865
Pozzaglio ed Uniti,019077,45.211016,10.0462
Quintano,019078,45.420474,9.618557
Ricengo,019079,45.405674,9.72396
Ripalta Arpina,019080,45.301872,9.728962
Ripalta Cremasca,019081,45.32856,9.679244
Ripalta Guerina,019082,45.306008,9.70514
Rivarolo del Re ed Uniti,019083,45.027972,10.469783
Rivolta d'Adda,019084,45.470659,9.512551
Robecco d'Oglio,019085,45.259374,10.076571
Romanengo,019086,45.377177,9.784985
Salvirola,019087,45.355543,9.780243
San Bassano,019088,45.243546,9.807876
San Daniele Po,019089,45.06377,10.182276
San Giovanni in Croce,019090,45.078872,10.37518
San Martino del Lago,019091,45.073248,10.31686
Scandolara Ravara,019092,45.05312,10.3017
Scandolara Ripa d'Oglio,019093,45.221074,10.159773
Sergnano,019094,45.428875,9.701659
Sesto ed Uniti,019095,45.186436,9.935128
Solarolo Rainerio,019096,45.081572,10.35628
Soncino,019097,45.398975,9.874424
Soresina,019098,45.286473,9.856965
Sospiro,019099,45.108571,10.157675
Spinadesco,019100,45.148751,9.929672
Spineda,019101,45.060301,10.513381
Spino d'Adda,019102,45.398872,9.492255
Stagno Lombardo,019103,45.073157,10.089205
Ticengo,019104,45.369274,9.827663
Torlino Vimercati,019105,45.417962,9.594702
Tornata,019106,45.104373,10.430781
Torre de' Picenardi,019107,45.143573,10.286877
Torricella del Pizzo,019108,45.019602,10.292653
Trescore Cremasco,019109,45.401573,9.624958
Trigolo,019110,45.329394,9.816401
Vaiano Cremasco,019111,45.371972,9.587158
Vailate,019112,45.46331,9.602816
Vescovato,019113,45.175073,10.164574
Volongo,019114,45.212247,10.301874
Voltido,019115,45.111973,10.332979
Piadena Drizzona,019116,45.135779,10.358068
Acquanegra sul Chiese,020001,45.162475,10.43468
Asola,020002,45.22112,10.413065
Bagnolo San Vito,020003,45.092253,10.880429
Bozzolo,020007,45.102474,10.483982
Canneto sull'Oglio,020008,45.149405,10.379736
Casalmoro,020010,45.259577,10.404478
Casaloldo,020011,45.254777,10.474379
Casalromano,020012,45.200675,10.369378
Castelbelforte,020013,45.214712,10.892761
Castel d'Ario,020014,45.189008,10.97513
Castel Goffredo,020015,45.295278,10.472982
Castellucchio,020016,45.147276,10.648485
Castiglione delle Stiviere,020017,45.389677,10.488874
Cavriana,020018,45.347559,10.598522
Ceresara,020019,45.26513,10.567035
Commessaggio,020020,45.034443,10.545345
Curtatone,020021,45.109553,10.715842
Dosolo,020022,44.953372,10.637588
Gazoldo degli Ippoliti,020024,45.200277,10.579383
Gazzuolo,020025,45.069175,10.583113
Goito,020026,45.254507,10.672941
Gonzaga,020027,44.952488,10.822623
Guidizzolo,020028,45.32068,10.580481
Magnacavallo,020029,45.005578,11.1811
Mantova,020030,45.169362,10.670616
Marcaria,020031,45.120575,10.532783
Mariana Mantovana,020032,45.192876,10.486881
Marmirolo,020033,45.220563,10.756393
Medole,020034,45.324254,10.514405
Moglia,020035,44.937174,10.913395
Monzambano,020036,45.386139,10.692404
Motteggiana,020037,45.03494,10.764023
Ostiglia,020038,45.07039,11.13641
Pegognaga,020039,44.995988,10.858772
Piubega,020041,45.227309,10.534508
Poggio Rusco,020042,44.975558,11.114649
Pomponesco,020043,44.928756,10.591879
Ponti sul Mincio,020044,45.412515,10.687221
Porto Mantovano,020045,45.192526,10.755221
Quingentole,020046,45.039077,11.045796
Quistello,020047,45.006579,10.98046
Redondesco,020048,45.166376,10.512282
Rivarolo Mantovano,020050,45.070309,10.432104
Rodigo,020051,45.199577,10.624984
Roncoferraro,020052,45.135929,10.951354
Roverbella,020053,45.26578,10.767527
Sabbioneta,020054,44.998436,10.488587
San Benedetto Po,020055,45.041924,10.928295
San Giacomo delle Segnate,020056,44.972575,11.033097
San Giorgio Bigarello,020057,45.18053,10.871789
San Giovanni del Dosso,020058,44.966893,11.081617
San Martino dall'Argine,020059,45.099056,10.518348
Schivenoglia,020060,44.995094,11.072981
Sermide e Felonica,020061,44.97833,11.29043
Serravalle a Po,020062,45.072885,11.100535
Solferino,020063,45.368581,10.566679
Sustinente,020064,45.069272,11.019604
Suzzara,020065,44.991873,10.74309
Viadana,020066,44.926786,10.520223
Villimpenta,020068,45.144747,11.030232
Volta Mantovana,020070,45.321302,10.659224
Borgo Virgilio,020071,45.088107,10.785801
Borgo Mantovano,020072,45.026484,11.121971
Borgocarbonara,020073,45.034383,11.214786
Abbadia Lariana,097001,45.900045,9.334056
Airuno,097002,45.75388,9.424247
Annone di Brianza,097003,45.807621,9.332414
Ballabio,097004,45.898184,9.423444
Barzago,097005,45.755479,9.314244
Barzanò,097006,45.733474,9.312813
Barzio,097007,45.946095,9.468765
Bellano,097008,46.042957,9.304032
Bosisio Parini,097009,45.80228,9.290743
Brivio,097010,45.741969,9.444142
Bulciago,097011,45.754703,9.291047
Calco,097012,45.724868,9.415905
Calolziocorte,097013,45.801472,9.432979
Carenno,097014,45.803482,9.462047
Casargo,097015,46.03952,9.388244
Casatenovo,097016,45.696378,9.311646
Cassago Brianza,097017,45.738206,9.291088
Cassina Valsassina,097018,45.932085,9.478945
Castello di Brianza,097019,45.756471,9.345355
Cernusco Lombardone,097020,45.69286,9.400698
Cesana Brianza,097021,45.816781,9.299543
Civate,097022,45.828081,9.342944
Colico,097023,46.116215,9.314998
Colle Brianza,097024,45.761661,9.362425
Cortenova,097025,45.999922,9.383165
Costa Masnaga,097026,45.767002,9.278316
Crandola Valsassina,097027,46.022892,9.378763
Cremella,097028,45.74168,9.299885
Cremeno,097029,45.93485,9.473729
Dervio,097030,46.076574,9.304528
Dolzago,097031,45.76698,9.339345
Dorio,097032,46.101812,9.31927
Ello,097033,45.78568,9.365345
Erve,097034,45.821582,9.452846
Esino Lario,097035,45.993939,9.3332
Galbiate,097036,45.817534,9.375015
Garbagnate Monastero,097037,45.772926,9.302566
Garlate,097038,45.80604,9.40197
Imbersago,097039,45.705873,9.444549
Introbio,097040,45.972641,9.45307
Lecco,097042,45.900548,9.412025
Lierna,097043,45.959202,9.302478
Lomagna,097044,45.667978,9.376047
Malgrate,097045,45.8526,9.375298
Mandello del Lario,097046,45.919183,9.319341
Margno,097047,46.030987,9.381641
Merate,097048,45.698679,9.411648
Missaglia,097049,45.708717,9.335754
Moggio,097050,45.932266,9.487907
Molteno,097051,45.78038,9.307444
Monte Marenzo,097052,45.770781,9.454647
Montevecchia,097053,45.705744,9.375436
Monticello Brianza,097054,45.70878,9.314141
Morterone,097055,45.879515,9.486227
Nibionno,097056,45.746479,9.268944
Oggiono,097057,45.79188,9.346745
Olgiate Molgora,097058,45.730279,9.403347
Olginate,097059,45.800938,9.413279
Oliveto Lario,097060,45.929247,9.285912
Osnago,097061,45.675678,9.391148
Paderno d'Adda,097062,45.681458,9.44456
Pagnona,097063,46.059741,9.402893
Parlasco,097064,46.017886,9.34494
Pasturo,097065,45.951783,9.442169
Perledo,097067,46.012835,9.29632
Pescate,097068,45.833482,9.393945
Premana,097069,46.05173,9.423463
Primaluna,097070,45.986971,9.429608
Robbiate,097071,45.691134,9.441322
Rogeno,097072,45.782379,9.274043
Santa Maria Hoè,097074,45.744389,9.375011
Sirone,097075,45.77268,9.322144
Sirtori,097076,45.736579,9.330845
Sueglio,097077,46.086061,9.33236
Suello,097078,45.816781,9.311543
Taceno,097079,46.024486,9.36394
Valgreghentino,097082,45.769871,9.412168
Valmadrera,097083,45.846282,9.358244
Varenna,097084,46.009978,9.283159
Vercurago,097086,45.812946,9.424433
Viganò,097090,45.724635,9.32456
Verderio,097091,45.665698,9.43761
La Valletta Brianza,097092,45.728714,9.3692
Valvarrone,097093,46.08489,9.361448
Abbadia Cerreto,098001,45.311912,9.594212
Bertonico,098002,45.23307,9.668062
Boffalora d'Adda,098003,45.359771,9.494156
Borghetto Lodigiano,098004,45.213268,9.499683
Borgo San Giovanni,098005,45.278042,9.435836
Brembio,098006,45.214568,9.57146
Casaletto Lodigiano,098008,45.293568,9.361954
Casalmaiocco,098009,45.35387,9.374353
Casalpusterlengo,098010,45.179329,9.648396
Caselle Landi,098011,45.102568,9.795567
Caselle Lurani,098012,45.280388,9.360225
Castelnuovo Bocca d'Adda,098013,45.112842,9.867959
Castiglione d'Adda,098014,45.218912,9.694111
Castiraga Vidardo,098015,45.264809,9.392875
Cavenago d'Adda,098017,45.28401,9.601442
Cervignano d'Adda,098018,45.373871,9.424054
Codogno,098019,45.160066,9.70437
Comazzo,098020,45.440973,9.464654
Cornegliano Laudense,098021,45.286169,9.487957
Corno Giovine,098022,45.133291,9.758512
Cornovecchio,098023,45.136668,9.799367
Corte Palasio,098024,45.30961,9.564308
Crespiatica,098025,45.356672,9.575158
Fombio,098026,45.136629,9.684479
Galgagnano,098027,45.357971,9.445355
Graffignana,098028,45.209188,9.452577
Guardamiglio,098029,45.109902,9.679791
Livraga,098030,45.192268,9.54646
Lodi,098031,45.26131,9.491678
Lodi Vecchio,098032,45.301075,9.416599
Maccastorna,098033,45.14433,9.855215
Mairago,098034,45.251769,9.57836
Maleo,098035,45.168938,9.7635
Marudo,098036,45.252967,9.377155
Massalengo,098037,45.26472,9.490245
Meleti,098038,45.118868,9.836968
Merlino,098039,45.433372,9.429853
Montanaso Lombardo,098040,45.33577,9.468656
Mulazzano,098041,45.373492,9.397993
Orio Litta,098042,45.160313,9.554207
Ospedaletto Lodigiano,098043,45.168767,9.578661
Ossago Lodigiano,098044,45.245669,9.537059
Pieve Fissiraga,098045,45.263268,9.458357
Salerano sul Lambro,098046,45.296569,9.385155
San Fiorano,098047,45.136368,9.722165
San Martino in Strada,098048,45.271532,9.528032
San Rocco al Porto,098049,45.081966,9.697165
Sant'Angelo Lodigiano,098050,45.238067,9.408656
Santo Stefano Lodigiano,098051,45.120066,9.735614
Secugnago,098052,45.232869,9.59346
Senna Lodigiana,098053,45.151667,9.593862
Somaglia,098054,45.14672,9.637931
Sordio,098055,45.341143,9.365693
Tavazzano con Villavesco,098056,45.334092,9.403652
Terranova dei Passerini,098057,45.19832,9.677121
Turano Lodigiano,098058,45.24887,9.621461
Valera Fratta,098059,45.256932,9.336008
Villanova del Sillaro,098060,45.237968,9.481858
Zelo Buon Persico,098061,45.41106,9.431757
Castelgerundo,098062,45.200297,9.743802
Agrate Brianza,108001,45.576173,9.350948
Aicurzio,108002,45.639977,9.414949
Albiate,108003,45.65899,9.255796
Arcore,108004,45.626556,9.321465
Barlassina,108005,45.656416,9.130101
Bellusco,108006,45.618748,9.418633
Bernareggio,108007,45.647508,9.406138
Besana in Brianza,108008,45.701804,9.288298
Biassono,108009,45.630987,9.27512
Bovisio-Masciago,108010,45.6109,9.151857
Briosco,108011,45.710077,9.240644
Brugherio,108012,45.550749,9.301222
Burago di Molgora,108013,45.59666,9.377706
Camparada,108014,45.655977,9.319646
Carate Brianza,108015,45.676549,9.237162
Carnate,108016,45.647281,9.379087
Cavenago di Brianza,108017,45.584917,9.416059
Ceriano Laghetto,108018,45.628349,9.080797
Cesano Maderno,108019,45.628189,9.14624
Cogliate,108020,45.64548,9.080732
Concorezzo,108021,45.589675,9.335948
Correzzana,108022,45.665689,9.303626
Desio,108023,45.61831,9.208124
Giussano,108024,45.699381,9.209729
Lazzate,108025,45.672326,9.08522
Lesmo,108026,45.648974,9.305652
Limbiate,108027,45.598605,9.119731
Lissone,108028,45.61077,9.240841
Macherio,108029,45.640116,9.269371
Meda,108030,45.662505,9.156753
Mezzago,108031,45.628977,9.44485
Misinto,108032,45.662375,9.083941
Monza,108033,45.583442,9.273526
Muggiò,108034,45.593195,9.227138
Nova Milanese,108035,45.58929,9.20034
Ornago,108036,45.598404,9.422214
Renate,108037,45.724378,9.279944
Ronco Briantino,108038,45.667563,9.400698
Seregno,108039,45.649723,9.205392
Seveso,108040,45.643466,9.137379
Sovico,108041,45.648556,9.264837
Sulbiate,108042,45.633999,9.420684
Triuggio,108043,45.661364,9.267441
Usmate Velate,108044,45.652458,9.354342
Varedo,108045,45.597444,9.156293
Vedano al Lambro,108046,45.611508,9.275072
Veduggio con Colzano,108047,45.73363,9.262513
Verano Brianza,108048,45.688186,9.230477
Villasanta,108049,45.603981,9.300571
Vimercate,108050,45.613963,9.37006
Busnago,108051,45.616184,9.46567
Caponago,108052,45.565438,9.375441
Cornate d'Adda,108053,45.646699,9.465939
Lentate sul Seveso,108054,45.678405,9.11817
Roncello,108055,45.602443,9.457611
Aldino,021001,46.368675,11.354324
Andriano,021002,46.517616,11.231373
Anterivo,021003,46.279747,11.367961
Appiano sulla strada del vino,021004,46.461908,11.260867
Avelengo,021005,46.644615,11.224384
Badia,021006,46.610124,11.893487
Barbiano,021007,46.603257,11.519816
Bolzano,021008,46.655942,11.229637
Braies,021009,46.688625,12.103757
Brennero,021010,47.00378,11.504557
Bressanone,021011,46.716549,11.657851
Bronzolo,021012,46.404262,11.320055
Brunico,021013,46.796319,11.935512
Caines,021014,46.69948,11.169487
Caldaro sulla strada del vino,021015,46.413259,11.246202
Campo di Trens,021016,46.857187,11.508955
Campo Tures,021017,46.919236,11.955182
Castelbello-Ciardes,021018,46.622161,10.923999
Castelrotto,021019,46.547539,11.608297
Cermes,021020,46.634619,11.146564
Chienes,021021,46.809381,11.840872
Chiusa,021022,46.639687,11.566643
Cornedo all'Isarco,021023,46.489912,11.408388
Cortaccia sulla strada del vino,021024,46.313473,11.223501
Cortina sulla strada del vino,021025,46.268702,11.222685
Corvara in Badia,021026,46.549574,11.874034
Curon Venosta,021027,46.803738,10.555045
Dobbiaco,021028,46.735636,12.223958
Egna,021029,46.316916,11.27257
Falzes,021030,46.81198,11.884006
Fiè allo Sciliar,021031,46.517598,11.502614
Fortezza,021032,46.789626,11.609977
Funes,021033,46.6451,11.696841
Gais,021034,46.833156,11.947484
Gargazzone,021035,46.584781,11.20273
Glorenza,021036,46.671492,10.553913
Laces,021037,46.617344,10.859539
Lagundo,021038,46.682519,11.123069
Laion,021039,46.609229,11.564263
Laives,021040,46.422819,11.334771
Lana,021041,46.616019,11.144859
Lasa,021042,46.616614,10.700159
Lauregno,021043,46.454414,11.062015
Luson,021044,46.746466,11.761084
Magrè sulla strada del vino,021045,46.287388,11.209846
Malles Venosta,021046,46.687919,10.546549
Marebbe,021047,46.648879,12.026938
Marlengo,021048,46.655561,11.140291
Martello,021049,46.515319,10.721431
Meltina,021050,46.586392,11.256156
Merano,021051,46.669555,11.159418
Monguelfo-Tesido,021052,46.781145,12.118922
Montagna,021053,46.330836,11.304634
Moso in Passiria,021054,46.831832,11.167293
Nalles,021055,46.543487,11.204627
Naturno,021056,46.649886,11.004195
Naz-Sciaves,021057,46.763074,11.677935
Nova Levante,021058,46.430234,11.53895
Nova Ponente,021059,46.413993,11.425181
Ora,021060,46.346595,11.298634
Ortisei,021061,46.590462,11.684557
Parcines,021062,46.683848,11.07352
Perca,021063,46.794307,11.982383
Plaus,021064,46.656575,11.041498
Ponte Gardena,021065,46.598216,11.53251
Postal,021066,46.607583,11.193324
Prato allo Stelvio,021067,46.603767,10.581909
Predoi,021068,47.040741,12.105891
Proves,021069,46.477426,11.022437
Racines,021070,46.880128,11.376056
Rasun-Anterselva,021071,46.839015,12.111611
Renon,021072,46.562935,11.441435
Rifiano,021073,46.70364,11.181443
Rio di Pusteria,021074,46.795946,11.666827
Rodengo,021075,46.780775,11.689757
Salorno sulla strada del vino,021076,46.239608,11.211075
San Candido,021077,46.732863,12.282416
San Genesio Atesino,021079,46.535035,11.331384
San Leonardo in Passiria,021080,46.811893,11.247136
San Lorenzo di Sebato,021081,46.783424,11.90264
San Martino in Badia,021082,46.650928,11.841677
San Martino in Passiria,021083,46.783939,11.226799
San Pancrazio,021084,46.586514,11.086361
Santa Cristina Valgardena,021085,46.558875,11.720036
Sarentino,021086,46.695259,11.387379
Scena,021087,46.690046,11.186563
Selva dei Molini,021088,46.890747,11.85666
Selva di Val Gardena,021089,46.552588,11.766541
Senales,021091,46.727724,10.862756
Sesto,021092,46.702743,12.350544
Silandro,021093,46.628069,10.773476
Sluderno,021094,46.664538,10.584817
Stelvio,021095,46.542439,10.557829
Terento,021096,46.8288,11.776016
Terlano,021097,46.529301,11.248678
Termeno sulla strada del vino,021098,46.341512,11.242272
Tesimo,021099,46.563898,11.169497
Tires,021100,46.467348,11.52748
Tirolo,021101,46.708518,11.142386
Trodena nel parco naturale,021102,46.322143,11.349812
Tubre,021103,46.645612,10.464153
Ultimo,021104,46.511994,10.899493
Vadena,021105,46.413995,11.305077
