pro_com_t,<12,>=12,totale
40043,395,3670,4065
40044,264,3065,3329
40045,1945,15858,17803
40046,345,2780,3125
40049,83,1062,1145
40050,152,1613,1765
41001,438,3856,4294
41002,130,1626,1756
41005,92,647,739
41006,40,498,538
41007,678,7514,8192
41008,127,1919,2046
41009,159,1453,1612
41010,857,7051,7908
41013,5706,54399,60105
41014,908,7424,8332
41015,839,8350,9189
41016,64,818,882
41017,38,250,288
41018,89,1146,1235
41019,494,5157,5651
41020,582,4340,4922
41021,41,512,553
41022,164,1283,1447
41023,189,1757,1946
41025,114,1200,1314
41026,92,904,996
41027,175,1881,2056
41028,315,3394,3709
41029,1437,12886,14323
41030,331,2407,2738
41031,49,589,638
99030,95,971,1066
41034,226,2273,2499
41035,85,988,1073
41036,834,6153,6987
41038,286,2498,2784
41041,57,602,659
41043,467,5478,5945
41044,8594,87644,96238
41045,330,2436,2766
41047,266,1815,2081
41048,43,559,602
41049,162,1671,1833
41051,478,4117,4595
41054,277,2934,3211
41057,396,3553,3949
41058,156,1322,1478
99031,137,1212,1349
41061,53,891,944
41064,77,774,851
41065,922,7031,7953
41066,734,6201,6935
41067,1136,12667,13803
41068,1761,13115,14876
41069,1483,10683,12166
41070,456,4743,5199
41071,527,4361,4888
42001,455,4315,4770
42002,8978,90130,99108
42003,295,4050,4345
42004,106,1189,1295
42005,222,1934,2156
42006,732,6527,7259
42007,286,2231,2517
42008,589,4379,4968
42010,1958,16359,18317
42011,123,1450,1573
42012,377,3081,3458
42013,295,3195,3490
42014,1376,13181,14557
42015,451,4415,4866
42016,392,4066,4458
42017,2770,27112,29882
42018,2182,23553,25735
42019,899,8198,9097
42020,122,1567,1689
42021,3730,35572,39302
42022,1264,11645,12909
42023,596,5604,6200
42024,76,907,983
42025,340,2978,3318
42026,171,1695,1866
42027,892,8890,9782
42029,378,2692,3070
42030,662,6161,6823
42031,168,1663,1831
42032,263,3506,3769
42033,227,1834,2061
42034,3888,30833,34721
42035,686,5791,6477
42036,261,2897,3158
42037,65,579,644
42038,547,4063,4610
42040,193,1692,1885
42041,192,1795,1987
42042,81,834,915
42043,388,3714,4102
42044,600,6327,6927
42045,3898,40285,44183
42046,411,3258,3669
42047,232,2396,2628
42048,409,3655,4064
42049,189,1939,2128
42050,822,6649,7471
43002,197,1902,2099
43003,387,3678,4065
43004,200,1602,1802
43005,17,137,154
43006,162,1519,1681
43007,474,5905,6379
43008,42,470,512
43009,370,4024,4394
43010,4,238,242
43011,39,401,440
43012,900,8889,9789
43013,4107,37882,41989
43014,127,1081,1208
43015,1622,13398,15020
43016,170,1755,1925
43017,38,606,644
43019,87,1196,1283
43020,50,479,529
43021,62,665,727
43022,166,2074,2240
43023,3882,36880,40762
43024,861,8540,9401
43025,423,4020,4443
43026,682,6291,6973
43027,4,101,105
43028,959,6407,7366
43029,334,3021,3355
43030,344,3077,3421
43031,832,6648,7480
43032,57,637,694
43033,1076,8841,9917
43034,83,765,848
43035,67,914,981
43036,195,1674,1869
43038,110,1207,1317
43039,76,925,1001
43040,10,216,226
43041,648,5793,6441
43042,1246,10321,11567
43043,1508,14260,15768
43044,2063,18912,20975
43045,75,747,822
43046,234,2964,3198
43047,1107,11012,12119
43048,103,1203,1306
43049,274,2813,3087
43050,36,381,417
43051,77,831,908
43052,80,971,1051
43053,1700,16836,18536
43054,840,8359,9199
43055,182,2281,2463
43056,21,362,383
43057,65,933,998
43058,77,825,902
44001,181,2413,2594
44002,333,3362,3695
44005,145,1563,1708
44006,55,999,1054
44007,3657,43103,46760
44010,68,917,985
44011,986,7477,8463
44012,224,2428,2652
44013,202,2060,2262
44014,422,3264,3686
44015,300,2683,2983
44016,35,843,878
44017,504,4876,5380
44020,908,8096,9004
44021,78,1118,1196
44023,1576,14408,15984
44027,201,2124,2325
44029,152,1498,1650
44031,450,4049,4499
44032,133,1828,1961
44034,24,454,478
44036,143,1868,2011
44038,23,439,462
44044,40,514,554
44045,1505,11306,12811
44054,335,4454,4789
44056,4,160,164
44063,352,3737,4089
44064,183,1770,1953
44065,52,784,836
44066,4077,43408,47485
44071,731,6545,7276
44073,164,1784,1948
45001,984,9637,10621
45002,100,1679,1779
45003,4936,55749,60685
45004,55,924,979
45005,39,630,669
45006,166,2065,2231
45007,458,6952,7410
45008,365,4292,4657
45009,445,4374,4819
45010,5661,61225,66886
45011,864,9272,10136
45012,159,2123,2282
45013,189,1909,2098
45014,503,6525,7028
45015,152,1786,1938
45016,375,4253,4628
45017,43,952,995
46001,1806,13723,15529
46002,422,5329,5751
46003,849,8720,9569
46004,562,6315,6877
46005,2597,28924,31521
46006,148,1925,2073
46007,4561,40635,45196
46008,35,486,521
46009,520,5236,5756
46010,146,1587,1733
46011,445,4766,5211
46013,485,6559,7044
46014,43,518,561
46015,310,3305,3615
46017,8043,80779,88822
46018,1930,19581,21511
46019,105,1781,1886
46020,67,971,1038
46021,421,3972,4393
46022,229,3176,3405
46023,130,2084,2214
46024,1767,21125,22892
46025,182,2173,2355
46026,1009,7762,8771
46027,118,1256,1374
46028,1008,11650,12658
46030,203,2664,2867
46031,37,837,874
46033,5153,54991,60144
46034,145,1370,1515
46035,93,1173,1266
46036,38,685,723
46037,59,952,1011
47002,1962,16095,18057
47003,751,8058,8809
47005,690,6674,7364
47006,574,5748,6322
47007,254,2862,3116
47008,689,7069,7758
47009,2062,19096,21158
47010,1017,9831,10848
47011,1813,18107,19920
47012,1812,17496,19308
47013,757,8390,9147
47014,8277,82202,90479
47016,861,7971,8832
47017,2921,23727,26648
47018,98,1388,1486
47020,1142,10521,11663
47021,578,5040,5618
47022,450,4051,4501
47023,132,1865,1997
47024,476,7312,7788
48001,2236,23226,25462
48002,1097,9682,10779
48004,1792,16187,17979
48005,1915,16179,18094
48006,5162,41108,46270
48008,879,6975,7854
48010,1725,15554,17279
48011,1001,9743,10744
48012,1400,14290,15690
48013,509,4951,5460
48014,4518,43850,48368
48015,1271,12647,13918
48017,32413,327342,359755
48018,395,4111,4506
48019,2257,20585,22842
48020,439,4389,4828
48021,1164,12306,13470
48022,1280,13256,14536
48024,1959,17482,19441
48025,149,1692,1841
48026,237,2747,2984
48027,306,3223,3529
48028,1533,12830,14363
48030,1209,11991,13200
48031,80,1041,1121
48032,703,7001,7704
48033,1937,18499,20436
48035,1620,14973,16593
48036,881,7802,8683
48037,590,6586,7176
48038,1532,15217,16749
48039,87,996,1083
48041,4658,45934,50592
48043,4683,44105,48788
48044,2014,16512,18526
48046,461,4757,5218
48049,749,7245,7994
48050,1332,13193,14525
48052,2212,21285,23497
48053,1200,10903,12103
48054,1146,10875,12021
49001,300,2888,3188
49002,1014,11679,12693
49003,429,4207,4636
49004,356,3668,4024
49005,22,366,388
49006,812,7917,8729
49007,2565,25285,27850
49008,1623,14762,16385
49009,14130,141901,156031
49010,126,1959,2085
49011,131,1778,1909
49012,2462,30176,32638
49013,296,3318,3614
49014,1061,10854,11915
49017,2477,27607,30084
49018,543,6010,6553
49019,41,436,477
49020,252,2782,3034
49021,257,3100,3357
50001,1043,7468,8511
50002,505,5068,5573
50003,607,5752,6359
50004,1461,11162,12623
50005,722,5656,6378
50006,101,967,1068
50008,4739,39826,44565
50009,1379,11834,13213
50010,169,1701,1870
50011,206,1919,2125
50012,84,1253,1337
50014,312,3343,3655
50015,92,1083,1175
50016,91,1183,1274
50019,158,1538,1696
50020,241,1867,2108
50021,63,677,740
50022,1176,9846,11022
50023,45,584,629
50024,425,4124,4549
50025,421,4228,4649
50026,7550,81605,89155
50027,450,5063,5513
50028,1769,13748,15517
50029,3069,26174,29243
50030,146,1439,1585
50031,2715,28056,30771
50032,2756,24925,27681
50033,1815,12650,14465
50034,108,1519,1627
50035,1499,11744,13243
50036,427,4034,4461
50037,1093,10823,11916
50038,894,7686,8580
50039,711,9113,9824
50040,1119,11211,12330
50041,532,4863,5395
51001,479,5020,5499
51002,8941,88901,97842
51003,66,943,1009
51004,1069,10692,11761
51005,922,8884,9806
51006,498,4782,5280
51007,104,1271,1375
51008,222,2770,2992
51010,205,2372,2577
51011,193,1887,2080
51012,1261,11790,13051
51013,885,8578,9463
51014,57,821,878
51015,144,1767,1911
51016,820,7990,8810
51017,1839,19556,21395
51018,995,8261,9256
51020,551,5306,5857
51021,307,3160,3467
51022,347,3060,3407
51023,28,494,522
51024,136,1565,1701
51025,825,7843,8668
51026,2452,21381,23833
51027,85,762,847
51030,250,2784,3034
51031,563,5427,5990
51033,1538,15195,16733
51034,1350,13968,15318
51035,93,1137,1230
51037,583,5745,6328
51038,66,915,981
51039,1152,10968,12120
51040,1028,8819,9847
51041,402,5107,5509
51042,617,5876,6493
52001,482,5675,6157
52002,655,6182,6837
52003,304,2789,3093
52004,366,3385,3751
52005,269,2446,2715
52006,862,7929,8791
52007,150,2008,2158
52008,194,2339,2533
52009,523,6320,6843
52010,192,1610,1802
52011,685,7463,8148
52012,2270,19392,21662
52013,279,2336,2615
52015,1155,12410,13565
52016,1115,8863,9978
52017,1128,7860,8988
52018,134,1382,1516
52019,259,2163,2422
52020,362,3675,4037
52021,162,1867,2029
52022,2761,25920,28681
52023,117,1372,1489
52024,91,999,1090
52025,66,850,916
52026,516,4664,5180
52027,113,1458,1571
52028,677,6817,7494
52030,245,2399,2644
52031,428,4105,4533
52032,4654,49541,54195
52033,1200,11115,12315
52034,1002,8809,9811
52035,688,6374,7062
52036,88,1113,1201
52037,544,5160,5704
53001,355,3940,4295
53002,189,2140,2329
53003,314,3573,3887
53004,469,4339,4808
53005,84,1287,1371
53006,444,6667,7111
53007,197,2223,2420
53008,264,2766,3030
53009,1605,19518,21123
53010,725,7566,8291
53011,7403,74218,81621
53012,92,1259,1351
53013,242,3151,3393
53014,597,6629,7226
53015,691,7528,8219
53016,930,10919,11849
53017,102,1053,1155
53018,1135,13396,14531
53019,256,3442,3698
53020,58,887,945
53021,719,8115,8834
53022,161,2323,2484
53023,353,3962,4315
53024,341,3486,3827
53025,90,905,995
53026,183,2982,3165
53027,116,1159,1275
53028,65,925,990
54001,2691,25368,28059
54002,2271,19007,21278
54003,458,3793,4251
54004,427,4402,4829
54005,216,2148,2364
54006,434,3783,4217
54007,222,2793,3015
54008,281,2816,3097
54009,1444,13268,14712
54010,69,949,1018
54011,350,3027,3377
54012,683,6938,7621
54013,3664,34745,38409
54014,376,3021,3397
54015,2487,18723,21210
54016,64,1070,1134
54017,953,8377,9330
54018,5447,49809,55256
54019,285,2345,2630
54020,151,1638,1789
54021,387,3369,3756
54022,467,5274,5741
54023,1238,13186,14424
54024,2760,28578,31338
54025,50,536,586
54026,1464,13215,14679
54027,1819,16212,18031
54028,348,3297,3645
54029,128,1363,1491
54030,482,5000,5482
54031,34,544,578
54032,90,1025,1115
54033,137,1480,1617
54034,453,5138,5591
54035,426,4226,4652
54036,78,872,950
54037,469,4991,5460
54038,519,5004,5523
54039,15827,148230,164057
54040,292,3147,3439
54041,141,1841,1982
54042,3,91,94
54043,56,642,698
54044,1013,9855,10868
54045,33,489,522
54046,113,1227,1340
54047,35,428,463
54048,57,965,1022
54049,180,2148,2328
54050,757,7634,8391
54051,3135,34196,37331
54052,1315,14114,15429
54053,682,5828,6510
54054,832,7323,8155
54055,309,3453,3762
54056,1750,14605,16355
54057,298,2963,3261
54058,25,325,350
54059,111,1191,1302
55001,402,4095,4497
55002,152,1549,1701
55003,104,1310,1414
55004,1018,10446,11464
55005,207,2406,2613
55006,187,1797,1984
55007,238,2424,2662
55008,108,1599,1707
55009,150,1926,2076
55010,211,2546,2757
55011,219,2433,2652
55012,183,1638,1821
55013,133,1454,1587
55014,147,1730,1877
55015,148,1625,1773
55016,108,1324,1432
55017,468,4347,4815
55018,98,1499,1597
55019,121,1154,1275
55020,85,1055,1140
55021,95,1291,1386
55022,1416,17107,18523
55023,1656,18465,20121
55024,154,1592,1746
55025,29,465,494
55026,76,973,1049
55027,16,199,215
55028,171,1746,1917
55029,440,4410,4850
55030,130,2062,2192
55031,451,4246,4697
55032,9371,99884,109255
55033,214,2199,2413
56001,425,4911,5336
56002,71,736,807
56003,241,3238,3479
56004,64,913,977
56005,376,4133,4509
56006,102,1150,1252
56007,252,2782,3034
56008,250,3542,3792
56009,170,1519,1689
56010,83,797,880
56011,257,2705,2962
56012,468,4677,5145
56013,109,1535,1644
56014,642,5763,6405
56015,500,4736,5236
56016,187,1739,1926
56017,235,2222,2457
56018,233,2045,2278
56019,123,1181,1304
56020,64,1011,1075
56021,1333,14110,15443
56022,125,1384,1509
56023,348,3211,3559
56024,797,7247,8044
56025,164,1822,1986
56026,91,1301,1392
56027,220,2445,2665
56028,77,1204,1281
56029,182,1979,2161
56030,148,2302,2450
56031,172,2011,2183
56032,27,745,772
56033,77,805,882
56034,267,3032,3299
56035,826,7962,8788
56036,1124,11861,12985
56037,214,1706,1920
56038,558,4095,4653
56039,845,8045,8890
56040,78,865,943
56041,319,3322,3641
56042,965,8206,9171
56043,120,1808,1928
56044,23,479,502
56045,702,7611,8313
56046,90,1117,1207
56047,135,1850,1985
56048,676,7293,7969
56049,569,5932,6501
56050,1449,14602,16051
56051,18,270,288
56052,719,7461,8180
56053,202,2500,2702
56054,213,2237,2450
56055,384,3536,3920
56056,194,1961,2155
56057,1294,12064,13358
56058,404,3946,4350
56059,6153,58897,65050
56060,630,4591,5221
57001,30,519,549
57002,172,2124,2296
57003,178,2198,2376
57004,16,194,210
57005,56,582,638
57006,40,559,599
57007,378,3914,4292
57008,60,868,928
57009,220,2271,2491
57010,125,1523,1648
57011,38,641,679
57012,103,1091,1194
57013,13,247,260
57014,81,939,1020
57015,94,1126,1220
57016,569,5960,6529
57017,21,391,412
57018,13,375,388
57019,26,328,354
57020,2,130,132
57021,99,1429,1528
57022,30,434,464
57023,20,259,279
57024,40,535,575
57025,391,3439,3830
57026,53,477,530
57027,1411,12157,13568
57028,64,1176,1240
57029,263,2802,3065
57030,73,644,717
57031,132,1349,1481
57032,36,341,377
57033,123,2051,2174
57034,36,522,558
57035,302,3225,3527
57036,2,74,76
57037,5,105,110
57038,33,458,491
57039,32,345,377
57040,60,802,862
57041,97,1088,1185
57042,15,263,278
57043,43,601,644
57044,395,3755,4150
57045,26,318,344
57046,7,179,186
57047,21,362,383
57048,2,147,149
57049,135,1791,1926
57050,64,983,1047
57051,156,1743,1899
57052,126,1116,1242
57053,578,5603,6181
57054,220,2569,2789
57055,211,2298,2509
57056,42,468,510
57057,32,552,584
57058,10,303,313
57059,3966,42227,46193
57060,83,1073,1156
57061,49,495,544
57062,49,729,778
57063,51,456,507
57064,296,2803,3099
57065,100,976,1076
57066,230,2092,2322
57067,106,1292,1398
57068,98,940,1038
57069,96,1265,1361
57070,91,1129,1220
57071,12,202,214
57072,7,216,223
57073,10,166,176
58001,134,1324,1458
58002,173,1524,1697
58003,4039,35310,39349
58004,362,3461,3823
58005,2032,17069,19101
58006,74,744,818
58007,5566,46807,52373
58008,78,1196,1274
58009,1707,16475,18182
58010,105,1299,1404
58011,1559,12111,13670
58012,228,2516,2744
58013,1885,16902,18787
58014,17,386,403
58015,1197,9989,11186
58016,416,3852,4268
58017,13,342,355
58018,1372,9320,10692
58019,18,292,310
58020,362,3778,4140
58021,45,604,649
58022,877,7717,8594
58023,759,6388,7147
58024,787,7579,8366
58025,70,757,827
58026,1179,9494,10673
58027,114,960,1074
58028,30,402,432
58029,3745,33737,37482
58030,97,1161,1258
58031,28,559,587
58032,5085,46463,51548
58033,200,1741,1941
58034,1889,18839,20728
58035,457,3746,4203
58036,2017,13539,15556
58037,33,389,422
58038,1505,11598,13103
58039,2333,19953,22286
58040,708,5563,6271
58041,166,1732,1898
58042,544,5144,5688
58043,2225,20690,22915
58044,96,1083,1179
58045,71,615,686
58046,1945,18172,20117
58047,9918,76814,86732
58048,18,332,350
58049,776,5625,6401
58050,1421,11731,13152
58051,95,784,879
58052,137,1294,1431
58053,76,824,900
58054,746,6938,7684
58055,83,700,783
58056,818,6154,6972
58057,5284,39621,44905
58058,295,2669,2964
58059,2659,20582,23241
58060,1322,10424,11746
58061,93,1122,1215
58062,210,1841,2051
58063,517,4671,5188
58064,843,7685,8528
58065,4738,36206,40944
58066,196,1784,1980
58067,235,2213,2448
58068,815,7465,8280
58069,122,1228,1350
58070,180,1674,1854
58071,178,1733,1911
58072,4542,43034,47576
58073,561,5934,6495
58074,2392,19646,22038
58075,1346,11332,12678
58076,11,204,215
58077,61,665,726
58078,261,2023,2284
58079,7017,54281,61298
58080,103,1008,1111
58081,1281,9172,10453
58082,1071,8960,10031
58083,58,663,721
58084,9,165,174
58085,32,321,353
58086,1867,15271,17138
58087,20,230,250
58088,1188,10670,11858
58089,67,875,942
58090,47,611,658
58091,276373,2507436,2783809
58092,88,1184,1272
58093,685,6737,7422
58094,73,765,838
58095,136,1318,1454
58096,283,2508,2791
58097,1568,16562,18130
58098,499,4315,4814
58099,338,3225,3563
58100,277,2868,3145
58101,17,157,174
58102,823,8335,9158
58103,720,7882,8602
58104,5592,48454,54046
58105,465,4479,4944
58106,93,952,1045
58107,474,5182,5656
58108,5,244,249
58109,12,278,290
58110,1779,13439,15218
58111,5482,47461,52943
58112,379,3317,3696
58113,5,150,155
58114,2069,15991,18060
58115,1524,11760,13284
58116,3947,35684,39631
58117,5071,43294,48365
58118,3905,34402,38307
58119,1987,14046,16033
58120,9033,67213,76246
58122,3904,27792,31696
59001,8401,64895,73296
59002,110,1346,1456
59003,38,527,565
59004,396,3839,4235
59005,3999,31507,35506
59006,964,9554,10518
59007,4344,34770,39114
59008,3603,33616,37219
59009,1601,18250,19851
59010,1018,9309,10327
59011,13220,113392,126612
59012,367,3727,4094
59013,313,2702,3015
59014,1945,17496,19441
59015,652,5498,6150
59016,345,3377,3722
59017,1748,13244,14992
59018,307,3004,3311
59019,1437,12271,13708
59020,116,1054,1170
59021,411,3824,4235
59022,88,999,1087
59023,88,994,1082
59024,1958,17287,19245
59025,878,8847,9725
59026,718,6095,6813
59027,1330,8675,10005
59028,2415,20922,23337
59029,859,6641,7500
59030,262,2855,3117
59031,300,2597,2897
59032,4014,39064,43078
59033,53,663,716
60001,20,247,267
60002,178,1704,1882
60003,2892,24603,27495
60004,179,2354,2533
60005,428,3787,4215
60006,2148,18840,20988
60007,455,4503,4958
60008,494,4964,5458
60009,198,2054,2252
60010,571,6309,6880
60011,383,3764,4147
60012,243,2186,2429
60013,47,639,686
60014,844,7571,8415
60015,228,2474,2702
60016,145,1478,1623
60017,44,466,510
60018,209,2264,2473
60019,3544,32497,36041
60020,328,2931,3259
60021,90,779,869
60022,410,3452,3862
60023,385,4154,4539
60024,2257,20053,22310
60025,764,7590,8354
60026,800,7034,7834
60027,175,1651,1826
60028,89,804,893
60029,52,590,642
60030,156,1395,1551
60031,346,3443,3789
60032,51,490,541
60033,1863,17990,19853
60034,31,470,501
60035,837,9336,10173
60036,255,2528,2783
60037,127,1143,1270
60038,4146,40339,44485
60039,160,1861,2021
60040,100,1117,1217
60041,255,2128,2383
60042,136,1388,1524
60043,898,10114,11012
60044,1285,11022,12307
60045,327,2854,3181
60046,822,7145,7967
60047,91,1234,1325
60048,318,2777,3095
60049,128,1329,1457
60050,89,1021,1110
60051,245,2471,2716
60052,813,5447,6260
60053,370,4023,4393
60054,280,2151,2431
60055,341,3625,3966
60056,1235,11261,12496
60057,86,998,1084
60058,484,4539,5023
60059,73,847,920
60060,618,6466,7084
60061,21,278,299
60062,153,1745,1898
60063,325,2691,3016
60064,259,2918,3177
60065,70,823,893
60066,108,1209,1317
60067,181,1660,1841
60068,542,5196,5738
60069,87,1157,1244
60070,247,2209,2456
60071,298,2702,3000
60072,52,646,698
60073,227,2192,2419
60074,2381,23014,25395
60075,226,2102,2328
60076,478,4290,4768
60077,11,295,306
60078,115,1199,1314
60079,513,4227,4740
60080,98,1684,1782
60081,160,1459,1619
60082,205,2290,2495
60083,77,827,904
60084,85,1330,1415
60085,2002,17624,19626
60086,64,671,735
60087,214,1896,2110
60088,111,1045,1156
60089,252,2295,2547
60090,142,1527,1669
60091,17,285,302
61001,92,1191,1283
61002,755,6661,7416
61003,489,4171,4660
61004,622,4709,5331
61005,5464,45764,51228
61006,184,1874,2058
61007,766,5301,6067
61008,179,1593,1772
61009,536,4741,5277
61010,527,5056,5583
61011,220,1769,1989
61012,659,4976,5635
61013,1357,8747,10104
61014,151,1338,1489
61015,1635,16203,17838
61016,923,6203,7126
61017,544,6697,7241
61018,1195,12090,13285
61019,2545,18926,21471
61020,1190,8378,9568
61021,979,7410,8389
61022,6593,66805,73398
61023,121,1370,1491
61024,99,996,1095
61025,110,1323,1433
61026,310,3368,3678
61027,3520,23452,26972
61028,518,4336,4854
61029,1265,8141,9406
61030,15,361,376
61031,104,1078,1182
61032,682,6137,6819
61033,196,1831,2027
61034,80,685,765
61035,140,1243,1383
61036,452,4178,4630
61037,1224,7966,9190
61038,22,504,526
61039,163,1865,2028
61040,64,597,661
61041,300,3109,3409
61042,780,6038,6818
61043,1922,10760,12682
61044,41,598,639
61045,91,988,1079
61046,1994,13913,15907
61047,1150,8969,10119
61048,4312,33416,37728
61049,4382,34396,38778
61050,132,1951,2083
61051,263,2741,3004
61052,3357,26087,29444
61053,4590,22958,27548
61054,1564,10523,12087
61055,318,2669,2987
61056,166,2038,2204
61057,916,9566,10482
61058,447,4094,4541
61059,273,2551,2824
61060,546,5195,5741
61061,141,1456,1597
61062,1005,6822,7827
61063,111,1292,1403
61064,83,1387,1470
61065,186,1545,1731
61066,99,1146,1245
61067,874,6882,7756
61068,212,2045,2257
61069,289,2765,3054
61070,265,3027,3292
61071,72,756,828
61072,44,403,447
61073,177,1548,1725
61074,1473,12057,13530
61075,2076,14945,17021
61076,58,833,891
61077,2038,12509,14547
61078,2302,19963,22265
61079,64,808,872
61080,182,1780,1962
61081,1446,10687,12133
61082,1703,12487,14190
61083,3300,28883,32183
61084,266,2331,2597
61085,798,4837,5635
61086,189,1940,2129
61087,1947,12910,14857
61088,1715,18973,20688
61089,760,6510,7270
61090,1096,7575,8671
61091,1008,10683,11691
61092,1959,12545,14504
61093,64,749,813
61094,2718,17072,19790
61095,621,5882,6503
61096,36,741,777
61097,277,2388,2665
61098,949,6266,7215
61099,1509,10656,12165
61100,1001,6617,7618
61101,333,3092,3425
61102,826,7263,8089
61103,719,6154,6873
61104,793,5784,6577
62001,881,7234,8115
62002,229,2461,2690
62003,569,4881,5450
62004,231,2245,2476
62005,243,1768,2011
62006,53,678,731
62007,157,2018,2175
62008,5188,52590,57778
62009,154,1233,1387
62010,252,1796,2048
62011,115,1479,1594
62012,265,2272,2537
62013,70,907,977
62014,163,1449,1612
62015,109,1151,1260
62016,74,768,842
62017,99,1262,1361
62018,94,1067,1161
62019,232,2363,2595
62020,51,1021,1072
62021,197,1777,1974
62022,280,2948,3228
62023,317,3382,3699
62024,166,2063,2229
62025,188,2020,2208
62026,371,3536,3907
62027,245,2390,2635
62028,210,1927,2137
62029,299,3144,3443
62030,319,2908,3227
62031,113,1268,1381
62032,156,1050,1206
62033,77,924,1001
62034,145,1561,1706
62035,193,1939,2132
62036,24,399,423
62037,340,4315,4655
62038,424,3688,4112
62039,155,1598,1753
62040,433,3604,4037
62041,124,1356,1480
62042,84,1290,1374
62043,1410,11733,13143
62044,371,4311,4682
62045,348,3408,3756
62046,199,2144,2343
62047,187,1868,2055
62048,242,1778,2020
62049,149,1462,1611
62050,166,1713,1879
62051,35,468,503
62052,274,2674,2948
62053,232,2234,2466
62054,134,1921,2055
62055,117,1216,1333
62056,83,1044,1127
62057,342,4129,4471
62058,1091,8800,9891
62059,290,2608,2898
62060,233,2729,2962
62061,176,1998,2174
62062,176,1786,1962
62063,39,686,725
62064,223,2902,3125
62065,97,1064,1161
62066,90,775,865
62067,333,3294,3627
62068,365,3512,3877
62069,67,800,867
62070,1010,9653,10663
62071,364,3834,4198
62072,52,580,632
62073,305,3282,3587
62074,853,6888,7741
62075,117,1325,1442
62076,343,2982,3325
62077,270,2538,2808
62078,24,468,492
63001,8059,50902,58961
63002,8014,54257,62271
63003,971,6739,7710
63004,679,6265,6944
63005,3955,29572,33527
63006,2510,23184,25694
63007,1080,8901,9981
63008,3259,23833,27092
63009,1121,8874,9995
63010,2037,14071,16108
63011,4720,32061,36781
63012,1474,10781,12255
63013,518,4645,5163
63014,534,6442,6976
63015,310,2177,2487
63016,2730,19070,21800
63017,5683,41578,47261
63018,272,2898,3170
63019,770,7133,7903
63020,1792,11723,13515
63021,2134,16294,18428
63022,509,3258,3767
63023,8724,65692,74416
63024,6893,56931,63824
63025,1103,6779,7882
63026,1919,15002,16921
63027,1218,11299,12517
63028,816,6230,7046
63029,178,1537,1715
63030,1370,10588,11958
63031,1905,15620,17525
63032,2892,25673,28565
63033,1738,14049,15787
63034,15778,103128,118906
63035,3326,25128,28454
63036,1875,15647,17522
63037,1938,17444,19382
63038,472,4298,4770
63039,802,5345,6147
63040,146,1408,1554
63041,6635,51115,57750
63042,1026,6765,7791
63043,3363,25631,28994
63044,1569,12414,13983
63045,4588,30947,35535
63046,831,7097,7928
63047,1229,11120,12349
63048,4229,30614,34843
63049,99943,840997,940940
63050,3685,30454,34139
63051,2631,20828,23459
63052,1907,14260,16167
63053,1302,11365,12667
63054,788,5131,5919
63055,2927,19021,21948
63056,1585,11615,13200
63057,4511,35554,40065
63058,2753,22095,24848
63059,5268,47986,53254
63060,8225,70645,78870
63061,928,9370,10298
63062,3126,21945,25071
63063,5250,34435,39685
63064,5828,45772,51600
63065,659,6097,6756
63066,1514,10414,11928
63067,4149,39155,43304
63068,3613,25855,29468
63069,337,3048,3385
63070,988,7843,8831
63071,951,7882,8833
63072,3021,23596,26617
63073,4237,28838,33075
63074,2261,17115,19376
63075,836,5600,6436
63076,1983,14200,16183
63077,726,5396,6122
63078,299,2794,3093
63079,3843,30377,34220
63080,1507,14449,15956
63081,1141,7594,8735
63082,2125,15627,17752
63083,4955,36133,41088
63084,9265,73064,82329
63085,399,3101,3500
63086,2250,18166,20416
63087,4219,26778,30997
63088,415,3880,4295
63089,3563,21706,25269
63090,1548,10331,11879
63091,966,7772,8738
63092,533,4561,5094
64001,401,3561,3962
64002,394,3670,4064
64003,110,1637,1747
64004,83,1449,1532
64005,1862,19284,21146
64006,935,9628,10563
64007,842,6742,7584
64008,4456,48608,53064
64009,219,2857,3076
64010,432,4091,4523
64011,334,3285,3619
64012,184,2074,2258
64013,14,263,277
64014,181,2089,2270
64015,299,4071,4370
64016,111,990,1101
64017,329,3010,3339
64018,230,2036,2266
64019,101,1225,1326
64020,129,1515,1644
64021,78,832,910
64022,94,988,1082
64023,150,1743,1893
64024,139,1413,1552
64025,858,8203,9061
64026,277,2350,2627
64027,31,424,455
64028,186,1975,2161
64029,337,2654,2991
64030,110,1159,1269
64031,210,1644,1854
64032,254,2485,2739
64033,220,2701,2921
64034,546,4667,5213
64035,258,3254,3512
64036,295,3047,3342
64037,46,564,610
64038,767,7046,7813
64039,152,1699,1851
64040,99,1457,1556
64041,137,1989,2126
64042,118,1351,1469
64043,311,3014,3325
64044,622,5469,6091
64045,92,1011,1103
64046,278,2793,3071
64047,191,1445,1636
64048,178,1647,1825
64049,1081,10756,11837
64050,580,6679,7259
64051,12,346,358
64052,281,3165,3446
64053,258,2891,3149
64054,1237,10167,11404
64055,183,1935,2118
64056,83,1153,1236
64057,720,6735,7455
64058,231,2463,2694
64059,459,4699,5158
64060,51,689,740
64063,93,1063,1156
64064,173,1408,1581
64065,487,4684,5171
64066,327,3548,3875
64067,238,1867,2105
64068,189,1513,1702
64069,49,582,631
64070,176,2042,2218
64071,29,253,282
64072,133,1964,2097
64073,128,1311,1439
64074,274,2568,2842
64075,398,3304,3702
64076,204,1614,1818
64077,188,1711,1899
